techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_from,link_to
TH16_TH15_interp_9_to_TH16_TH15_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH16_TH15_interp_9,TH16_TH15_interp_10
TH16_TH15_interp_10_to_TH15,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH16_TH15_interp_10,TH15
TH17_to_TH17_TH16_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17,TH17_TH16_interp_1
TH17_TH16_interp_1_to_TH17_TH16_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_1,TH17_TH16_interp_2
TH17_TH16_interp_2_to_TH17_TH16_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_2,TH17_TH16_interp_3
TH17_TH16_interp_3_to_TH17_TH16_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_3,TH17_TH16_interp_4
TH17_TH16_interp_4_to_TH17_TH16_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_4,TH17_TH16_interp_5
TH17_TH16_interp_5_to_TH17_TH16_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_5,TH17_TH16_interp_6
TH17_TH16_interp_6_to_TH17_TH16_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_6,TH17_TH16_interp_7
TH17_TH16_interp_7_to_TH17_TH16_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_7,TH17_TH16_interp_8
TH17_TH16_interp_8_to_TH17_TH16_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_8,TH17_TH16_interp_9
TH17_TH16_interp_9_to_TH17_TH16_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_9,TH17_TH16_interp_10
TH17_TH16_interp_10_to_TH16,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH17_TH16_interp_10,TH16
TH18_to_TH18_TH17_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18,TH18_TH17_interp_1
TH18_TH17_interp_1_to_TH18_TH17_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_1,TH18_TH17_interp_2
TH18_TH17_interp_2_to_TH18_TH17_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_2,TH18_TH17_interp_3
TH18_TH17_interp_3_to_TH18_TH17_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_3,TH18_TH17_interp_4
TH18_TH17_interp_4_to_TH18_TH17_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_4,TH18_TH17_interp_5
TH18_TH17_interp_5_to_TH18_TH17_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_5,TH18_TH17_interp_6
TH18_TH17_interp_6_to_TH18_TH17_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_6,TH18_TH17_interp_7
TH18_TH17_interp_7_to_TH18_TH17_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_7,TH18_TH17_interp_8
TH18_TH17_interp_8_to_TH18_TH17_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_8,TH18_TH17_interp_9
TH18_TH17_interp_9_to_TH18_TH17_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_9,TH18_TH17_interp_10
TH18_TH17_interp_10_to_TH17,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH18_TH17_interp_10,TH17
TH19_to_TH19_TH18_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19,TH19_TH18_interp_1
TH19_TH18_interp_1_to_TH19_TH18_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_1,TH19_TH18_interp_2
TH19_TH18_interp_2_to_TH19_TH18_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_2,TH19_TH18_interp_3
TH19_TH18_interp_3_to_TH19_TH18_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_3,TH19_TH18_interp_4
TH19_TH18_interp_4_to_TH19_TH18_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_4,TH19_TH18_interp_5
TH19_TH18_interp_5_to_TH19_TH18_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_5,TH19_TH18_interp_6
TH19_TH18_interp_6_to_TH19_TH18_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_6,TH19_TH18_interp_7
TH19_TH18_interp_7_to_TH19_TH18_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_7,TH19_TH18_interp_8
TH19_TH18_interp_8_to_TH19_TH18_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_8,TH19_TH18_interp_9
TH19_TH18_interp_9_to_TH19_TH18_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_9,TH19_TH18_interp_10
TH19_TH18_interp_10_to_TH18,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH19_TH18_interp_10,TH18
TH20_to_TH20_TH19_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20,TH20_TH19_interp_1
TH20_TH19_interp_1_to_TH20_TH19_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_1,TH20_TH19_interp_2
TH20_TH19_interp_2_to_TH20_TH19_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_2,TH20_TH19_interp_3
TH20_TH19_interp_3_to_TH20_TH19_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_3,TH20_TH19_interp_4
TH20_TH19_interp_4_to_TH20_TH19_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_4,TH20_TH19_interp_5
TH20_TH19_interp_5_to_TH20_TH19_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_5,TH20_TH19_interp_6
TH20_TH19_interp_6_to_TH20_TH19_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_6,TH20_TH19_interp_7
TH20_TH19_interp_7_to_TH20_TH19_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_7,TH20_TH19_interp_8
TH20_TH19_interp_8_to_TH20_TH19_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_8,TH20_TH19_interp_9
TH20_TH19_interp_9_to_TH20_TH19_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_9,TH20_TH19_interp_10
TH20_TH19_interp_10_to_TH19,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH20_TH19_interp_10,TH19
TH21_to_TH21_TH20_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21,TH21_TH20_interp_1
TH21_TH20_interp_1_to_TH21_TH20_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_1,TH21_TH20_interp_2
TH21_TH20_interp_2_to_TH21_TH20_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_2,TH21_TH20_interp_3
TH21_TH20_interp_3_to_TH21_TH20_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_3,TH21_TH20_interp_4
TH21_TH20_interp_4_to_TH21_TH20_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_4,TH21_TH20_interp_5
TH21_TH20_interp_5_to_TH21_TH20_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_5,TH21_TH20_interp_6
TH21_TH20_interp_6_to_TH21_TH20_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_6,TH21_TH20_interp_7
TH21_TH20_interp_7_to_TH21_TH20_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_7,TH21_TH20_interp_8
TH21_TH20_interp_8_to_TH21_TH20_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_8,TH21_TH20_interp_9
TH21_TH20_interp_9_to_TH21_TH20_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_9,TH21_TH20_interp_10
TH21_TH20_interp_10_to_TH20,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH21_TH20_interp_10,TH20
TH22_to_TH22_TH21_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22,TH22_TH21_interp_1
TH22_TH21_interp_1_to_TH22_TH21_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_1,TH22_TH21_interp_2
TH22_TH21_interp_2_to_TH22_TH21_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_2,TH22_TH21_interp_3
TH22_TH21_interp_3_to_TH22_TH21_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_3,TH22_TH21_interp_4
TH22_TH21_interp_4_to_TH22_TH21_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_4,TH22_TH21_interp_5
TH22_TH21_interp_5_to_TH22_TH21_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_5,TH22_TH21_interp_6
TH22_TH21_interp_6_to_TH22_TH21_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_6,TH22_TH21_interp_7
TH22_TH21_interp_7_to_TH22_TH21_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_7,TH22_TH21_interp_8
TH22_TH21_interp_8_to_TH22_TH21_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_8,TH22_TH21_interp_9
TH22_TH21_interp_9_to_TH22_TH21_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_9,TH22_TH21_interp_10
TH22_TH21_interp_10_to_TH21,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH22_TH21_interp_10,TH21
TH23_to_TH23_TH22_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23,TH23_TH22_interp_1
TH23_TH22_interp_1_to_TH23_TH22_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_1,TH23_TH22_interp_2
TH23_TH22_interp_2_to_TH23_TH22_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_2,TH23_TH22_interp_3
TH23_TH22_interp_3_to_TH23_TH22_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_3,TH23_TH22_interp_4
TH23_TH22_interp_4_to_TH23_TH22_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_4,TH23_TH22_interp_5
TH23_TH22_interp_5_to_TH23_TH22_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_5,TH23_TH22_interp_6
TH23_TH22_interp_6_to_TH23_TH22_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_6,TH23_TH22_interp_7
TH23_TH22_interp_7_to_TH23_TH22_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_7,TH23_TH22_interp_8
TH23_TH22_interp_8_to_TH23_TH22_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_8,TH23_TH22_interp_9
TH23_TH22_interp_9_to_TH23_TH22_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_9,TH23_TH22_interp_10
TH23_TH22_interp_10_to_TH22,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH23_TH22_interp_10,TH22
TH24_to_TH24_TH23_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24,TH24_TH23_interp_1
TH24_TH23_interp_1_to_TH24_TH23_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_1,TH24_TH23_interp_2
TH24_TH23_interp_2_to_TH24_TH23_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_2,TH24_TH23_interp_3
TH24_TH23_interp_3_to_TH24_TH23_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_3,TH24_TH23_interp_4
TH24_TH23_interp_4_to_TH24_TH23_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_4,TH24_TH23_interp_5
TH24_TH23_interp_5_to_TH24_TH23_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_5,TH24_TH23_interp_6
TH24_TH23_interp_6_to_TH24_TH23_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_6,TH24_TH23_interp_7
TH24_TH23_interp_7_to_TH24_TH23_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_7,TH24_TH23_interp_8
TH24_TH23_interp_8_to_TH24_TH23_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_8,TH24_TH23_interp_9
TH24_TH23_interp_9_to_TH24_TH23_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_9,TH24_TH23_interp_10
TH24_TH23_interp_10_to_TH23,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH24_TH23_interp_10,TH23
TH11_to_TH11_TH24_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11,TH11_TH24_interp_1
TH11_TH24_interp_1_to_TH11_TH24_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_1,TH11_TH24_interp_2
TH11_TH24_interp_2_to_TH11_TH24_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_2,TH11_TH24_interp_3
TH11_TH24_interp_3_to_TH11_TH24_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_3,TH11_TH24_interp_4
TH11_TH24_interp_4_to_TH11_TH24_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_4,TH11_TH24_interp_5
TH11_TH24_interp_5_to_TH11_TH24_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_5,TH11_TH24_interp_6
TH11_TH24_interp_6_to_TH11_TH24_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_6,TH11_TH24_interp_7
TH11_TH24_interp_7_to_TH11_TH24_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_7,TH11_TH24_interp_8
TH11_TH24_interp_8_to_TH11_TH24_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_8,TH11_TH24_interp_9
TH11_TH24_interp_9_to_TH11_TH24_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_9,TH11_TH24_interp_10
TH11_TH24_interp_10_to_TH24,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH11_TH24_interp_10,TH24
TH25_to_TH25_TH18_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25,TH25_TH18_interp_1
TH25_TH18_interp_1_to_TH25_TH18_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_1,TH25_TH18_interp_2
TH25_TH18_interp_2_to_TH25_TH18_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_2,TH25_TH18_interp_3
TH25_TH18_interp_3_to_TH25_TH18_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_3,TH25_TH18_interp_4
TH25_TH18_interp_4_to_TH25_TH18_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_4,TH25_TH18_interp_5
TH25_TH18_interp_5_to_TH25_TH18_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_5,TH25_TH18_interp_6
TH25_TH18_interp_6_to_TH25_TH18_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_6,TH25_TH18_interp_7
TH25_TH18_interp_7_to_TH25_TH18_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_7,TH25_TH18_interp_8
TH25_TH18_interp_8_to_TH25_TH18_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_8,TH25_TH18_interp_9
TH25_TH18_interp_9_to_TH25_TH18_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_9,TH25_TH18_interp_10
TH25_TH18_interp_10_to_TH18,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH25_TH18_interp_10,TH18
TH26_to_TH26_TH25_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26,TH26_TH25_interp_1
TH26_TH25_interp_1_to_TH26_TH25_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_1,TH26_TH25_interp_2
TH26_TH25_interp_2_to_TH26_TH25_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_2,TH26_TH25_interp_3
TH26_TH25_interp_3_to_TH26_TH25_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_3,TH26_TH25_interp_4
TH26_TH25_interp_4_to_TH26_TH25_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_4,TH26_TH25_interp_5
TH26_TH25_interp_5_to_TH26_TH25_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_5,TH26_TH25_interp_6
TH26_TH25_interp_6_to_TH26_TH25_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_6,TH26_TH25_interp_7
TH26_TH25_interp_7_to_TH26_TH25_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_7,TH26_TH25_interp_8
TH26_TH25_interp_8_to_TH26_TH25_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_8,TH26_TH25_interp_9
TH26_TH25_interp_9_to_TH26_TH25_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_9,TH26_TH25_interp_10
TH26_TH25_interp_10_to_TH25,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH26_TH25_interp_10,TH25
TH27_to_TH27_TH26_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27,TH27_TH26_interp_1
TH27_TH26_interp_1_to_TH27_TH26_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_1,TH27_TH26_interp_2
TH27_TH26_interp_2_to_TH27_TH26_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_2,TH27_TH26_interp_3
TH27_TH26_interp_3_to_TH27_TH26_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_3,TH27_TH26_interp_4
TH27_TH26_interp_4_to_TH27_TH26_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_4,TH27_TH26_interp_5
TH27_TH26_interp_5_to_TH27_TH26_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_5,TH27_TH26_interp_6
TH27_TH26_interp_6_to_TH27_TH26_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_6,TH27_TH26_interp_7
TH27_TH26_interp_7_to_TH27_TH26_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_7,TH27_TH26_interp_8
TH27_TH26_interp_8_to_TH27_TH26_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_8,TH27_TH26_interp_9
TH27_TH26_interp_9_to_TH27_TH26_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_9,TH27_TH26_interp_10
TH27_TH26_interp_10_to_TH26,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH27_TH26_interp_10,TH26
TH28_to_TH28_TH27_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28,TH28_TH27_interp_1
TH28_TH27_interp_1_to_TH28_TH27_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_1,TH28_TH27_interp_2
TH28_TH27_interp_2_to_TH28_TH27_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_2,TH28_TH27_interp_3
TH28_TH27_interp_3_to_TH28_TH27_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_3,TH28_TH27_interp_4
TH28_TH27_interp_4_to_TH28_TH27_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_4,TH28_TH27_interp_5
TH28_TH27_interp_5_to_TH28_TH27_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_5,TH28_TH27_interp_6
TH28_TH27_interp_6_to_TH28_TH27_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_6,TH28_TH27_interp_7
TH28_TH27_interp_7_to_TH28_TH27_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_7,TH28_TH27_interp_8
TH28_TH27_interp_8_to_TH28_TH27_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_8,TH28_TH27_interp_9
TH28_TH27_interp_9_to_TH28_TH27_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_9,TH28_TH27_interp_10
TH28_TH27_interp_10_to_TH27,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH28_TH27_interp_10,TH27
TH29_to_TH29_TH27_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29,TH29_TH27_interp_1
TH29_TH27_interp_1_to_TH29_TH27_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_1,TH29_TH27_interp_2
TH29_TH27_interp_2_to_TH29_TH27_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_2,TH29_TH27_interp_3
TH29_TH27_interp_3_to_TH29_TH27_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_3,TH29_TH27_interp_4
TH29_TH27_interp_4_to_TH29_TH27_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_4,TH29_TH27_interp_5
TH29_TH27_interp_5_to_TH29_TH27_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_5,TH29_TH27_interp_6
TH29_TH27_interp_6_to_TH29_TH27_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_6,TH29_TH27_interp_7
TH29_TH27_interp_7_to_TH29_TH27_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_7,TH29_TH27_interp_8
TH29_TH27_interp_8_to_TH29_TH27_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_8,TH29_TH27_interp_9
TH29_TH27_interp_9_to_TH29_TH27_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH29_TH27_interp_9,TH29_TH27_interp_10
